Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COL COLOMBIA VIVA (IED);PORRAS;Mujer;12;40;145;77;151;510;140;25;6.3;18;2;9
COL COLOMBIA VIVA (IED);PORRAS;Mujer;12;42;139;73;146;400;138;23;5.1;25;6;11
COL COLOMBIA VIVA (IED);PORRAS;Mujer;12;41;150;76;154;450;165;21;5.76;15;6;11
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;42.2;142.8;75.9;146;420;147;30.94;5.26;30;6;11
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;35.3;137.5;75.5;138;300;135;31.6;5.32;25;5;10.5
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;50.9;160;83.5;157;500;160;30.38;4.9;31;4;10
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;42;155.5;78;155.5;310;150;18.74;5.19;26;3;9.5
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;34.3;146;81.3;141;340;153;19.01;5.13;24;5;10.5
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;41.9;151;80.5;150;390;124;23.21;5.78;31;3;9.5
COL DELIA ZAPATA OLIVELLA (IED);PORRAS;Mujer;12;36.9;134;75;140;320;150;21.4;6.23;34;3;9.5
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;31.4;140;77;140;248;123;19.5;7.27;17;4;10
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;52.7;158;82;152;310;131;21.6;5.26;19;2;9
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;40.3;153;76;156;280;111;21.6;6.88;13;4;10
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;41.2;148;74;156;245;124;22;5.45;23;5;10.5
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;41.6;155;82;154;250;110;20.5;5.6;32;2;9
COL EDUARDO SANTOS (IED);PORRAS;Mujer;12;32.7;132;76;138;240;121;20;5.74;27;4;10
COL FERNANDO MAZUERA VILLEGAS (IED);PORRAS;Mujer;12;31.7;158.6;89;140;210;118;22.21;4.75;9;2;9
COL FERNANDO MAZUERA VILLEGAS (IED);PORRAS;Mujer;12;32.6;162.2;88.7;149.2;182;118;22.15;5.33;10;3;9.5
COL INST TEC INTERNACIONAL (IED);PORRAS;Mujer;12;43;146;125;128;220;121;19.01;5.23;23;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);PORRAS;Mujer;12;36.5;142;75;145;300;150;16;8.1;35;NA;NA
COL INST TEC JUAN DEL CORRAL (IED);PORRAS;Mujer;12;36.1;141;75;145;310;150;15.8;7.5;32;NA;NA
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;49.7;148.6;71.4;139;286;124;18.99;5.68;29;10;13
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;40.1;149;79.5;155;372;144;22.08;5.2;18;6;11
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;41.9;145.5;72;152;310;121;23;6.2;23.1;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;40.5;140.5;68;145;290;117;25.5;7.94;21;4;10
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;46;160;82;162;340;179;19.8;5.93;30;4;10
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;34.4;146;68;153;270;139;23.3;6.4;19;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;30.2;150;73;140;274;188;20.5;5.35;24;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;39.4;155;76;145;270;140;23.4;6.32;26;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;36.4;143;77;138;260;138;24;6.5;24;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Hombre;12;52.5;150;74;138;270;152;20.9;6.69;21;4;10
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;44.7;140;72;135;273;150;22.8;6.94;28;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;35.4;148;75;140;284;182;20.2;6;26;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;31.9;148;74;141;380;167;21.3;5.51;25;4;10
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;30.6;152;72;138;335;183;18.8;5.98;16;3;9.5
COL JOSE ASUNCION SILVA (IED);PORRAS;Mujer;12;33;154;76;138;240;150;23;7.09;16;2;9
COL JOSE MARTI (IED);PORRAS;Mujer;12;57;155;79;162;260;145;17.22;9.35;33;7;11.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;45;150;76;160;255;140;20.31;12.15;29;5;10.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;45;150;76;160;310;123;25.42;12.19;26;5;10.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;45;150;77;156;346;137;35.18;13.18;28;5;10.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;61;151;60;146;241;117;21.35;12.43;35;6;11
COL JOSE MARTI (IED);PORRAS;Mujer;12;60;165;70;145;251;117;23.03;13.34;25.3;4;10
COL JOSE MARTI (IED);PORRAS;Mujer;12;57;160;71;140;307;92;23.81;17.75;22;7;11.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;47;152;65;157;315;96;20.15;13.88;24;5;10.5
COL JOSE MARTI (IED);PORRAS;Mujer;12;43;149;67;145;341;111;31.43;16.05;25;8;12
COL LA ARABIA (IED);PORRAS;Mujer;12;34;143;72;141;290;118;24.7;6.74;18;5;10.5
COL LA ARABIA (IED);PORRAS;Mujer;12;41;153;85;151;330;110;21.57;6.12;6;5;10.5
COL LA ARABIA (IED);PORRAS;Mujer;12;46;146;81;149;460;146;24.46;5.78;10;4;10
COL LEON DE GREIFF;PORRAS;Mujer;12;39;145;126;130;230;119;36.1;5.3;25;3;9.5
COL LIC FEM MERCEDES NARI√ëO (IED);PORRAS;Mujer;12;40;140.1;80;150.2;211;150;23.94;7;35;1;8.5
COL LIC FEM MERCEDES NARI√ëO (IED);PORRAS;Mujer;12;40;144;72;148.2;270;140;23.96;6;19;3;9.5
COL LIC FEM MERCEDES NARI√ëO (IED);PORRAS;Mujer;12;43;140;70;150.3;215;145;20.15;6.2;27;4;10
COL LIC FEM MERCEDES NARI√ëO (IED);PORRAS;Mujer;12;45;140.1;65;140.4;315;130;25.5;5.3;16;2;9
COL LIC FEM MERCEDES NARI√ëO (IED);PORRAS;Mujer;12;44;139.4;78;139.1;280;125;30.2;7;22;5;10.5
COL MANUELA BELTRAN (IED);PORRAS;Mujer;12;34.8;147;73;148;372;154;19;5.19;29;4;10
COL MANUELA BELTRAN (IED);PORRAS;Mujer;12;48.1;152;81;146;430;120;22;5.3;31;3;9.5
COL MANUELA BELTRAN (IED);PORRAS;Mujer;12;45;159;79;157;340;100;22.11;5.66;20;5;10.5
COL MANUELA BELTRAN (IED);PORRAS;Mujer;12;32;146;71;146;220;90;23;6.81;34;4;10
COL ORLANDO FALS BORDA (IED);PORRAS;Mujer;12;42.3;146;74;154;340;90;21.26;6.52;20;4;10
COL ORLANDO FALS BORDA (IED);PORRAS;Mujer;12;39;143;75;148;393;130;17.57;6.31;29;2;9
COL ORLANDO FALS BORDA (IED);PORRAS;Mujer;12;43;149;87;157;380;110;20.54;5.99;34;4;10
COL ORLANDO FALS BORDA (IED);PORRAS;Mujer;12;40;152;84;147;318;127;19.21;5.72;25;6;11
COL PROSPERO PINZON (IED);PORRAS;Mujer;12;38.6;146;87;147;250;124;25.9;6.01;23;2;9
COL PROSPERO PINZON (IED);PORRAS;Mujer;12;41.3;144;88;145;260;110;24.1;5.7;21;1;8.5
COL PROSPERO PINZON (IED);PORRAS;Mujer;12;48;149;96;150;210;121;24.8;5.3;26;2;9
COL PROSPERO PINZON (IED);PORRAS;Mujer;12;30.2;140;84;141;170;97;28.6;6.9;27;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;32.6;137;67;136;352;164;17.32;7.15;25;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;33.8;149;75;148;323;157;18.68;6.67;19;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;45.2;158;82;163;340;155;17.65;6.06;19;1;8.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;30;134;68;128;338;134;17.54;6.02;19;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;33.5;143;66;140;333;168;18.15;7.02;31;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44;147;75;150;350;134;19.26;5.6;25;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;39.2;143;76;147;333;165;18.24;5.85;33;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;38.5;138;69;136;310;139;20.56;5.53;28;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55;145;81;160;480;181;21.37;5.61;32;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;36.3;141;74;144;285;177;18.79;4.88;31;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;37;132;66;139;275;135;17.79;5.96;17;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;50;165;77;156;310;149;19.1;5.46;19;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;45.4;150;78;151;270;131;21.95;5.94;20;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;57.6;162;79;158;280;138;22.97;5.88;27;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;31.7;144;70;151;245;146;20.91;5.63;26;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;45.7;141;71;149;355;154;21.71;5.13;30;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55;149;76;150;360;109;24.77;6.7;4;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;48.5;157;82;167;213;148;21.16;5.4;36;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;61;149;78;160;230;115;22.24;5.63;21;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;40.3;147;78;149;235;124;22.24;5.2;16;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44.9;152;79;152;300;151;18.31;4.93;21;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;43;152;80;158;240;138;22.87;5.77;25;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;34.3;149;81;152;252;170;19.84;5.68;25;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;54.4;154;80;158;290;123;20.34;5.43;27;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;38.2;147;78;154;235;137;20.54;4.8;25;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55.6;151;81;150;245;127;22.18;6.33;13;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44.2;151;80;154;320;122;22.5;5.84;23;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;41.8;160;84;160;230;123;22.23;5.15;13;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;32.5;145;77;142;245;150;19.11;6.23;24;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44;147;75;150;350;134;19.26;5.6;25;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;39.2;143;76;147;333;165;18.24;5.85;33;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;38.5;138;69;136;310;139;20.56;5.53;28;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55;145;81;160;480;181;21.37;5.61;32;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;36.3;141;74;144;285;177;18.79;4.88;31;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;37;132;66;139;275;135;17.79;5.96;17;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;50;165;77;156;310;149;19.1;5.46;19;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;45.4;150;78;151;270;131;21.95;5.94;20;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;57.6;162;79;158;280;138;22.97;5.88;27;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;31.7;144;70;151;245;146;20.91;5.63;26;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;45.7;141;71;149;355;154;21.71;5.13;30;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55;149;76;150;360;109;24.77;6.7;4;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;48.5;157;82;167;213;148;21.16;5.4;36;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;61;149;78;160;230;115;22.24;5.63;21;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;40.3;147;78;149;235;124;22.24;5.2;16;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44.9;152;79;152;300;151;18.31;4.93;21;6;11
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;43;152;80;158;240;138;22.87;5.77;25;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;34.3;149;81;152;252;170;19.84;5.68;25;5;10.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;54.4;154;80;158;290;123;20.34;5.43;27;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;38.2;147;78;154;235;137;20.54;4.8;25;4;10
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;55.6;151;81;150;245;127;22.18;6.33;13;2;9
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;44.2;151;80;154;320;122;22.5;5.84;23;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;41.8;160;84;160;230;123;22.23;5.15;13;3;9.5
COL TOMAS CARRASQUILLA (IED);PORRAS;Mujer;12;32.5;145;77;142;245;150;19.11;6.23;24;4;10
COMUNIDAD1;PORRAS;Mujer;12;57.3;158.8;83.5;168.1;400;132;22.59;5.89;25;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;35.3;153;75.5;161;390;138;20.09;5.5;21;NA;NA
COMUNIDAD1;PORRAS;Hombre;12;32.2;146;75.2;144;300;174;21.28;5.35;13;6;11
COMUNIDAD1;PORRAS;Mujer;12;50;149.5;74.6;156;270;114;26.66;7.32;10;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;48.6;154;79.5;161;370;144;21.76;5.1;11;4;10
COMUNIDAD1;PORRAS;Hombre;12;42.4;156;75.2;168;450;165;22.26;6.38;6;2;9
COMUNIDAD1;PORRAS;Mujer;12;39.5;151.5;76;153;330;112;26.06;7.84;26;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;35.4;146.5;75;147;300;122;30.7;6.27;16;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;41.6;158.5;80.5;158;310;127;22.87;5.87;24;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;50.2;147;76.3;149;340;112;29.17;5.51;19;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;45.2;155.3;78.7;156;380;139;23.59;6.48;24;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;45.9;160;80;168;370;167;20.4;4.9;10;4;10
COMUNIDAD1;PORRAS;Mujer;12;37.7;154;72.5;156;310;137;32.45;6.32;22;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;53;147.5;78.5;142;260;122;36.51;5.06;15.5;2;9
COMUNIDAD1;PORRAS;Mujer;12;39.5;149;75.3;139;200;120;19.45;5.9;24;4;10
COMUNIDAD1;PORRAS;Mujer;12;40.5;148;80.3;137;350;140;21.3;6.39;29;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;44.8;150;83.7;134;370;146;19.7;5.25;21;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;43.1;151;87.4;141;400;123;20.71;6.19;28;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;42.6;148;89.5;138;320;136;19.7;7.03;35;4;10
COMUNIDAD1;PORRAS;Mujer;12;40.7;150;86.6;140;320;131;20.5;5.05;31;4;10
COMUNIDAD1;PORRAS;Mujer;12;45.6;145;89.3;138;380;162;19.48;6.21;25;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;43.09;155;81.7;156;210;140;23.69;5.56;22;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;48.02;153;77.6;154;448;110;23.5;8.43;15;4;10
COMUNIDAD1;PORRAS;Mujer;12;35.9;154;78.6;159;380;140;15.8;7;18;3;9.5
COMUNIDAD1;PORRAS;Mujer;12;57.3;158.8;83.5;168.1;400;132;22.59;5.89;25;3;9.5
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;56;144;82;141;275;130;21;5.07;24;4;10
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;60;160;75;157;245;97;24;5.91;21;3;9.5
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Hombre;12;45;161;77;158;252;127;21;5.25;21;5;10.5
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;44;152;77;155;198;105;20;5.42;33;4;10
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;53;154;77;156;320;117;21;7.15;23;2;9
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Hombre;12;39;154;70;158;350;150;20;5.73;20;6;11
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Hombre;12;42;154;70;157;350;144;21;7.05;27;6;11
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;36;152;77;152;230;155;25;5.1;22;4;10
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Mujer;12;41;153;75;156;320;110;23;7.67;25;3;9.5
COL ANTONIO NARI√ëO (IED);SKATEBOARD;Hombre;12;38;147;71;147;320;156;22;5.78;28;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);SKATEBOARD;Hombre;12;37.2;141;64.5;142;268;160;23;4.45;8.5;6.2;NA
COL INST TEC INDUSTRIAL PILOTO (IED);SKATEBOARD;Hombre;12;35.5;142;64.3;142.2;310;137;22.8;4.57;14.1;5.2;NA
COL INST TEC INTERNACIONAL (IED);SKATEBOARD;Hombre;12;40.3;150;77;157;290;124;30.3;5.41;18;4;10
COL INST TEC INTERNACIONAL (IED);SKATEBOARD;Hombre;12;40.3;162;82;165;425;164;17.3;4.53;22;6;11
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Mujer;12;36;144;77;143;280;108;22.2;5.2;13;1;8.5
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Hombre;12;45.3;152;75;152;270;139;19;5.2;29;3;9.5
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Mujer;12;44.4;149;84;150;310;102;22.4;5.8;14;2;9
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Mujer;12;38.8;152;83;152;330;142;21;4.8;16;4;10
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Hombre;12;43.2;161;85;158;310;140;20;5;17;6;11
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Mujer;12;41;148;75;147;240;110;28.6;5.4;26;2;9
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Hombre;12;31.4;138;71;138;260;130;22;5.7;22;1;8.5
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Hombre;12;31.3;134;77;130;410;140;16.6;5.6;21;5;10.5
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Mujer;12;29.3;150;75;153;470;163;19.7;5.7;19;4;10
COL KIMI PERNIA DOMICO (IED);SKATEBOARD;Hombre;12;34.4;148;76;149;317;150;18.7;5.1;24;8;12
COL LIC NAL AGUSTIN NIETO CABALLERO (IED);SKATEBOARD;Hombre;12;46.1;153.5;79.5;155;450;144;17.7;5.86;16;3;9.5
COL LIC NAL AGUSTIN NIETO CABALLERO (IED);SKATEBOARD;Hombre;12;37.7;157.7;80.9;153;410;135;17.6;5.7;12;4;10
COL LIC NAL AGUSTIN NIETO CABALLERO (IED);SKATEBOARD;Hombre;12;29.9;146.2;76.2;142;350;142;19.6;4.8;21;5;10.5
COL LIC NAL AGUSTIN NIETO CABALLERO (IED);SKATEBOARD;Hombre;12;39.3;155;80.7;156;390;124;18.8;4.99;16;5;10.5
COL ANTONIO NARI√ëO (IED);SOFTBALL;Hombre;12;49.6;141;70.1;141;470;138;16.82;4.8;22;5;10.5
COL GERARDO PAREDES (IED);SOFTBALL;Hombre;12;38;140;120;145;310;155;19.1;4.88;20;6;11
COL GERARDO PAREDES (IED);SOFTBALL;Hombre;12;36;145;120;135;400;120;21.1;4.5;25;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);SOFTBALL;Hombre;12;34.2;144;73.2;148;270;125;23.06;5.71;22;4;10
COL INST TEC JUAN DEL CORRAL (IED);SOFTBALL;Mujer;12;43.5;148;73;159;366;129;23.21;5.53;14;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);SOFTBALL;Hombre;12;42.5;152;85.2;152;360;170;17.16;5.69;26;5;10.5
COL AGUSTIN FERNANDEZ (IED);TAEKWONDO;Hombre;12;34;140;73;142;310;140;22.02;6.3;22;4;10
COL AGUSTIN FERNANDEZ (IED);TAEKWONDO;Hombre;12;32;137;73;140;377;158;20.51;9.8;12;5;10.5
COL ALEXANDER FLEMING (IED);TAEKWONDO;Hombre;12;37.1;154;124;154;350;160;21.8;6.2;5;3;9.5
COL ALEXANDER FLEMING (IED);TAEKWONDO;Hombre;12;38.8;154;126;153;320;170;20.7;6.6;12;3;9.5
COL ALEXANDER FLEMING (IED);TAEKWONDO;Hombre;12;38.1;149;123;150;340;150;23.2;6;13;5;10.5
COL ALEXANDER FLEMING (IED);TAEKWONDO;Hombre;12;43.1;146;125;150;330;150;20.5;4.6;14;8;12
COL ALEXANDER FLEMING (IED);TAEKWONDO;Hombre;12;47.5;154;125;155;410;139;27.6;6.8;14;7;11.5
COL ALEXANDER FLEMING (IED);TAEKWONDO;Mujer;12;57;154;125;166;230;140;25.6;6.11;26;3;9.5
COL CARLOS ALBAN HOLGUIN (IED);TAEKWONDO;Mujer;12;36.6;134;73;134;270;110;23.5;6.91;10;4;10
COL CARLOS ARANGO (IED);TAEKWONDO;Hombre;12;37.9;158.9;81.5;153;250;113;20.8;6.51;10.2;6;11
COL CASTILLA (IED);TAEKWONDO;Hombre;12;42;152.9;75.4;152;310;117;17.77;4.81;9;4;10
COL CASTILLA (IED);TAEKWONDO;Hombre;12;52.5;162.5;82.2;167;210;140;18.1;5.4;12.8;7;11.5
COL CASTILLA (IED);TAEKWONDO;Hombre;12;32.9;134.2;66.8;146;210;97;20.61;6.25;22.9;3;9.5
COL CASTILLA (IED);TAEKWONDO;Hombre;12;43.6;152.2;75.7;166;301;150;18.05;5.06;28;7;11.5
COL CASTILLA (IED);TAEKWONDO;Hombre;12;47.1;157.1;81.3;154;322;156;19.35;5.02;25;4;10
COL CASTILLA (IED);TAEKWONDO;Hombre;12;37.7;142.3;70.8;136;235;144;20.6;4.93;21;3;9.5
COL CASTILLA (IED);TAEKWONDO;Hombre;12;33.4;146;75.8;144;365;172;20.95;4.9;22;4;10
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Hombre;12;59.1;147;73.3;142.5;240;110;23.3;5.63;11;2;9
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Hombre;12;61.4;151.5;78.9;132.2;370;123;24.3;4.74;18;4;10
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;49.9;145.3;74.5;139.8;200;103;25.52;5.63;18;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Hombre;12;30.4;130.1;68.2;131.1;170;129;22.52;5.18;10;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;41;149;75.3;153;275;145;21.13;13.72;30;5;10.5
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;35;140;74.6;137;290;171;20.85;13.98;34;4;10
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;38;152;75.8;153;310;140;19.86;14.26;21;7;11.5
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;41;146;72.3;141;290;131;21.58;14.68;29;4;10
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;35;140;77.2;144;244;122;22.65;16.41;24;2;9
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;32;138;74.2;147;266;166;19.98;13.43;31;6;11
COL CLEMENCIA DE CAYCEDO (IED);TAEKWONDO;Mujer;12;42;154;81.5;151;386;133;19.97;13.94;25;5;10.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;38.6;159;82.5;160;330;120;25.46;5.68;25;5;10.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;43.2;142;73.3;146;290;134;19.96;6.13;18;4;10
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;43.1;156;77;163;350;142;18.67;4.61;15;8;12
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;45.9;150;79;151;290;141;20.38;6.6;20;5;10.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;32.4;145;76.3;141;256;140;17.54;5.78;10;8;12
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;45.1;152;80;159;440;165;18.28;5.63;35;6;11
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;32.2;138;78;142;340;153;18.53;5.03;25;9;12.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;41.9;151;77;152;360;159;20.97;5.36;20;NA;NA
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;37.5;146;78;145;390;130;18.81;5.88;23;5;10.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;46.1;153;76;154;306;111;18.85;16.1;18;3;9.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;30;142;63;144;330;140;17.85;16.41;24;3;9.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;31.6;138;68;146;310;126;22;7.89;26;3;9.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;47.6;153;82;156;510;127;20.51;7.8;14;4;10
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;33.3;140;73;146;310;122;24.02;7.52;28;2;9
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;36.4;153;76;152;360;195;26.66;8.27;23;7;11.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;37.7;132;70;134;230;185;22;8.36;23;3;9.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;35.4;141;70;146;310;165;27.2;8.26;21;4;10
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;39;140;70;140;380;144;21.9;6.74;18;4;10
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;40;135;68;140;330;138;19.01;4.89;23;7;11.5
