Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;52;155;74;141;460;136;19.39;6.5;34;NA;NA
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;41.1;150;78;148;330;115;19;5.3;16;3;9.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;48.4;149;74;150;250;132;21.6;4.94;15;4;10
COL COLOMBIA VIVA (IED);TAEKWONDO;Mujer;12;50.6;163;82;164;291;135;18.91;5.29;25;5;10.5
COL COLOMBIA VIVA (IED);TAEKWONDO;Hombre;12;53.5;149.5;81;148;245;119;22.35;5.52;25;2;9
COL GERARDO PAREDES (IED);TAEKWONDO;Mujer;12;47;144;124;146;390;91;28;7.4;26;3;9.5
COL GERARDO PAREDES (IED);TAEKWONDO;Mujer;12;46;142;125;145;420;140;24.98;5.67;28;4;10
COL GERARDO PAREDES (IED);TAEKWONDO;Hombre;12;30;138;122;141;335;163;19.9;6.83;32;4;10
COL GERARDO PAREDES (IED);TAEKWONDO;Hombre;12;40;138;126;140;200;169;21.98;6.94;14;4;10
COL GERARDO PAREDES (IED);TAEKWONDO;Hombre;12;34;136;124;138;240;140;21;5.82;19;6;11
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;57.1;155.2;82;159.5;400;120;20.66;6.03;18.4;3;9.5
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;42;155;77;164;300;144;23;5.8;18;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Hombre;12;42.1;144;68;145;320;152;17.9;5.3;16;3;9.5
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Hombre;12;44.5;159;84;165;350;150;19;5.9;8;5;10.5
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;40.8;143;76;137;275;89;25;6.1;19;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;40.9;158;79;161;225;140;22;9.1;17;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;45;154;76;154;285;102;22.2;7.5;23;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Mujer;12;56;149;80;147;320;132;19.6;7.8;23;2;9
COL INST TEC INDUSTRIAL PILOTO (IED);TAEKWONDO;Hombre;12;44;155;75;159;308;123;18.9;5.9;22;2;9
COL INST TEC INTERNACIONAL (IED);TAEKWONDO;Hombre;12;43.2;142;74;142;310;120;23.92;5.78;11;2;9
COL INST TEC INTERNACIONAL (IED);TAEKWONDO;Hombre;12;36.7;143;74.7;148.8;380;164;23.3;5.3;13;4;10
COL INST TEC INTERNACIONAL (IED);TAEKWONDO;Hombre;12;35;149.5;76.5;151;310;153;22.81;5.98;18;7;11.5
COL INST TEC JUAN DEL CORRAL (IED);TAEKWONDO;Mujer;12;41.9;156;76;169;325;164;22.19;5.91;33;4;10
COL INST TEC LAUREANO GOMEZ (IED);TAEKWONDO;Hombre;12;43.6;152;78;153;305;145;17.72;5.58;26;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);TAEKWONDO;Hombre;12;38;144;69;148;203;158;20.03;5.33;24;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);TAEKWONDO;Hombre;12;43.5;143;74;147;303;115;19.33;5.34;22;2;9
COL INTEGRADO DE FONTIBON IBEP (IED);TAEKWONDO;Mujer;12;46.9;150;76;149;420;134;22;5.6;19;2;9
COL INTEGRADO DE FONTIBON IBEP (IED);TAEKWONDO;Hombre;12;42.1;140;65;140;235;164;18.3;5.7;24;3;9.5
COL JOSE ASUNCION SILVA (IED);TAEKWONDO;Mujer;12;39.3;147.3;75.6;159.5;309;141;18.7;5.83;36;5;10.5
COL JOSE ASUNCION SILVA (IED);TAEKWONDO;Mujer;12;48.2;148.5;76.6;148;275;133;19.58;5.27;26.5;3;9.5
COL JOSE ASUNCION SILVA (IED);TAEKWONDO;Hombre;12;30.6;144.3;73.2;143;280;143;19.06;5.59;18.5;3;9.5
COL JOSE ASUNCION SILVA (IED);TAEKWONDO;Mujer;12;34.9;144.6;75.1;145;240;120;19.97;5.7;27.8;4;10
COL JOSE ASUNCION SILVA (IED);TAEKWONDO;Mujer;12;45;147.8;78.4;148;360;113;19.16;5.55;33.5;3;9.5
COL JOSE MARIA CARBONELL (IED);TAEKWONDO;Hombre;12;42;146;68;132;290;140;25;9;23;2;9
COL JOSE MARIA CARBONELL (IED);TAEKWONDO;Hombre;12;36;142;60;136;370;180;24.1;11;20;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;46.1;142.2;73.9;146;410;169;21.95;4.84;28;9;12.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;45.9;144;74.6;146;376;178;22.97;4.69;23;6;11
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;36.8;143;72;148;270;158;24.41;5.56;16;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;38.8;150.4;78.5;148;240;109;21.7;7.69;19;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;53.7;154.3;86.7;155;330;119;28.68;7.79;16;1;8.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;37.5;139;68;144;310;164;26.31;6.73;30;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;41.2;151;78;148;410;174;24.01;7.91;33;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;40.1;147;71;146;260;130;21.12;15.25;27;6;11
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;40.4;136;68;146;370;130;19.31;5.7;27;2;9
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;42.2;141;69;150;380;132;19.22;6.2;19;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;43.4;142;72;152;310;133;20.51;6.21;25;4;10
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;43.5;142;69;140;320;114;19.46;6.12;24;6;11
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;44.6;147;74;146;340;114;19.3;6.12;30;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;46.2;148;75;146;330;136;18.03;6.17;28;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;51.3;153;82;156;350;148;17.06;4.6;28;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;48.5;150;80;152;370;135;18.09;8.1;30;4;10
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;39.6;151;82;152;380;133;18.14;7.22;32;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;40.8;143;73;142;330;132;18.86;7.21;30;2;9
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;37.5;138;70;136;280;139;17.03;7.25;25;4;10
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;38.5;137;69;135;320;126;23.9;6.25;29;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Hombre;12;51.2;151;81;152;380;129;23.07;7.12;32;3;9.5
COL JOSE MARTI (IED);TAEKWONDO;Mujer;12;50.5;150;79;153;360;127;19.3;7;32;9;12.5
COL LIC FEM MERCEDES NARI√ëO (IED);TAEKWONDO;Mujer;12;50;148;73;147;290;99;22.49;7.51;27;2;9
COL LIC FEM MERCEDES NARI√ëO (IED);TAEKWONDO;Mujer;12;62;152;83;151;321;117;23.95;5.91;20;2;9
COL LIC FEM MERCEDES NARI√ëO (IED);TAEKWONDO;Mujer;12;45;154;69;155;368;95;23.7;6.32;22;2;9
COL LIC FEM MERCEDES NARI√ëO (IED);TAEKWONDO;Mujer;12;52;156;70;157;300;105;22;5.42;22;4;10
COL LIC FEM MERCEDES NARI√ëO (IED);TAEKWONDO;Mujer;12;62;153;77;150;361;116;22;6.69;25;3;9.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;56;149.8;84;167;320;125;18.44;5.78;4.1;4;10
COL MANUELA BELTRAN (IED);TAEKWONDO;Mujer;12;38.5;159;80.8;162;280;107;23.97;8.11;13.3;5;10.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Mujer;12;40.5;161;84.5;160;240;120;23.46;6.46;30.5;3;9.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Mujer;12;53.3;161.3;86;161.5;340;120;21.8;6.76;26;6;11
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;42.2;145.6;76;152;390;156;20.32;5.88;21;4;10
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;54;158;81;160;400;155;21.08;6.9;26.7;3;9.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;34.8;140;69;143;250;143;25;6.34;21.3;5;10.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;43.5;157;78;163;310;180;20.1;6.74;17.3;5;10.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;35.9;160;79;153;300;150;21.15;6.13;12.3;6;11
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;42.1;159;78;162;330;120;22.03;6.6;21.2;3;9.5
COL MANUELA BELTRAN (IED);TAEKWONDO;Hombre;12;53.6;151;72;143;415;106;23.01;5.86;15;5;10.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;47.6;146;74;142;320;140;22.47;6.92;19;3;9.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;33.8;146;73;142;275;155;20.93;5.21;10;3;9.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;50.6;159;82;159;370;165;20.27;4.78;25;3;9.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;35.9;154;75;152;350;168;21.77;5.31;23;4;10
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;48.9;155;79.5;155;330;123;25.75;6.55;24;4;10
COL NACIONES UNIDAS (IED);TAEKWONDO;Mujer;12;43.6;149;75.5;152;310;117;23.7;8.54;29;2;9
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;32.8;142;74;148;250;164;17.89;5.91;26;3;9.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;43.8;142;77;147;270;156;18.53;4.78;32;3;9.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;47.6;161;82;169;350;157;18.35;4.8;21;5;10.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Hombre;12;33.1;148;75;153;260;164;17.87;5.25;20;4;10
COL NACIONES UNIDAS (IED);TAEKWONDO;Mujer;12;58.89;160;82;155;500;110;20.34;5.29;25;1;8.5
COL NACIONES UNIDAS (IED);TAEKWONDO;Mujer;12;41.8;152;78;160;420;147;20.31;5.77;23;2;9
COL ORLANDO FALS BORDA (IED);TAEKWONDO;Hombre;12;29;140;70;142;310;141;20.97;4.81;10;7;11.5
COL ORLANDO FALS BORDA (IED);TAEKWONDO;Hombre;12;32.6;141.3;66;140;240;103;21.79;5.84;7;5;10.5
COL ORLANDO FALS BORDA (IED);TAEKWONDO;Mujer;12;37.6;148.4;77;152;340;100;19.67;5.73;7.5;4;10
COL PROSPERO PINZON (IED);TAEKWONDO;Hombre;12;50.8;152;67;148;353;137;20.5;13;19;2;9
COL PROSPERO PINZON (IED);TAEKWONDO;Mujer;12;42.4;149;86;142;510;170;18.3;13;23;5;10.5
COL PROSPERO PINZON (IED);TAEKWONDO;Mujer;12;32;142;71;149;260;140;22.5;6.3;22;3;9.5
COL PROSPERO PINZON (IED);TAEKWONDO;Hombre;12;35;145;72;148;297;150;18.6;6.01;26;6;11
COL PROSPERO PINZON (IED);TAEKWONDO;Hombre;12;36;148;75;157;302;163;20;5.18;25;6;11
COL PROSPERO PINZON (IED);TAEKWONDO;Mujer;12;40;149;75;156;265;94;22.6;6.39;18;3;9.5
COL PROSPERO PINZON (IED);TAEKWONDO;Mujer;12;42;144;72;153;305;145;20.3;7.02;33;4;10
COL PROSPERO PINZON (IED);TAEKWONDO;Hombre;12;35;146;73;155;315;163;17.6;6.01;25;6;11
COL PROSPERO PINZON (IED);TAEKWONDO;Mujer;12;44;164;83;167;313;161;21.6;5.97;13;3;9.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Mujer;12;49.6;141;79;163;310;112;20.94;6.1;25;3;9.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Mujer;12;34.3;158;71;147;276;132;24.83;6.26;28;4;10
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Mujer;12;47.2;147;79;154;300;125;22.14;5.86;30;7;11.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Mujer;12;40.6;151;79;150;310;104;20.15;5.94;14;5;10.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Hombre;12;44.7;160;75;153;290;124;19.89;5.99;13;3;9.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Mujer;12;47.8;149;83;160;330;132;19.7;4.9;33;5;10.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Hombre;12;49.9;158;76;156;320;132;20;5.17;15;3;9.5
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Hombre;12;39.9;150;73;156;380;149;17.84;4.3;20;2;9
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Hombre;12;40.2;153;74;162;320;152;19.83;5.26;25;4;10
COL RAFAEL URIBE URIBE (IED);TAEKWONDO;Hombre;12;53;154;73.5;156;340;147;18.9;5.98;14;4;10
COL RICAURTE (CONCEJO) (IED);TAEKWONDO;Hombre;12;38.5;143;77;141;270;142;17;5;10;NA;NA
COL RICAURTE (CONCEJO) (IED);TAEKWONDO;Mujer;12;45.5;155;77;150;310;160;16;5.6;25;NA;NA
COL SAN MARTIN DE PORRES (IED);TAEKWONDO;Hombre;12;32;142;71;144;321;162;21.3;5.18;17;4;10
COL SAN MARTIN DE PORRES (IED);TAEKWONDO;Hombre;12;30;144;75;138;321;143;21.93;5.18;27;3;9.5
COL SAN MARTIN DE PORRES (IED);TAEKWONDO;Hombre;12;32;140;70;135;321;151;24.42;5.83;16;4;10
COL SAN MARTIN DE PORRES (IED);TAEKWONDO;Hombre;12;48;145;74;148;316;133;27.19;6.71;20;3;9.5
COL SAN MARTIN DE PORRES (IED);TAEKWONDO;Hombre;12;37;148;72;149;309;145;24.07;6.59;18;3;9.5
COL SIMON BOLIVAR (IED);TAEKWONDO;Mujer;12;43.5;154;82;158;265;115;20.1;8.25;21;2;9
COL SIMON BOLIVAR (IED);TAEKWONDO;Mujer;12;45;160;82;163;290;137;17.18;6.68;25;4;10
COL SIMON BOLIVAR (IED);TAEKWONDO;Hombre;12;38.8;150;76;146;270;145;16.4;5.59;18;3;9.5
COL SIMON BOLIVAR (IED);TAEKWONDO;Hombre;12;50.5;157;80;158;300;155;19.2;8.59;23;3;9.5
COL SIMON RODRIGUEZ (IED);TAEKWONDO;Hombre;12;37.8;157;78;162;520;202;17.13;5.23;14;5;10.5
COL SIMON RODRIGUEZ (IED);TAEKWONDO;Hombre;12;43.9;148;76;150;380;153;18.2;5.23;5;5;10.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;49.7;155;82;164;360;153;39.3;5.7;34;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;49.3;153;80;149;410;150;36.68;6.23;25;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;40;151;76;149;370;130;33.87;5.7;28;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;40;152;80;153;350;161;34.16;6.86;29;4;10
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;45.7;147;79;143;300;141;33.94;6.51;30;4;10
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;47.6;156;80;155;370;137;33.48;5.97;17;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;59;161;85;162;260;138;34.26;6;15;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;59;159;86;156;390;129;34.91;6.25;29;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;56.5;160;86;156;315;115;30.01;5.23;22;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;55.4;158;83;162;325;125;30.25;5.87;23;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;51.6;152;80.5;149;250;151;23.22;6.63;23;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;49.8;142;79;139.5;410;153;20.02;5.28;27;3;9.5
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;54.8;161.5;73.5;163;286;160;20.94;6.18;18;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;34;143;72;146;270;145;18.8;5.59;31;2;9
COL TEC MENORAH (IED);TAEKWONDO;Mujer;12;35;147;74;142;180;130;19.25;5.76;32;2;9
COMUNIDAD1;TAEKWONDO;Mujer;12;53.2;150;75;150;160;142;22.4;6.3;13;2;9
COMUNIDAD1;TAEKWONDO;Mujer;12;45.5;141;75;135;199;127;22.4;6.1;14;2;9
COMUNIDAD1;TAEKWONDO;Hombre;12;57.1;158;97;167;370;174;29;5;26;2;9
COMUNIDAD1;TAEKWONDO;Hombre;12;37.1;145.7;73.5;150;250;115;18.2;5.7;12;NA;NA
COMUNIDAD1;TAEKWONDO;Hombre;12;54.6;145.5;75.5;148;300;112;23.34;6.4;14;2;9
COMUNIDAD1;TAEKWONDO;Hombre;12;54.6;145.4;75.5;148;300;112;23.34;6.9;14;2;9
COMUNIDAD1;TAEKWONDO;Mujer;12;60.4;152.6;80.1;157;400;117;25.86;8.05;26;2;9
COMUNIDAD1;TAEKWONDO;Hombre;12;41.5;148;75.9;150;390;157;19.9;4.83;19.5;7;11.5
COMUNIDAD1;TAEKWONDO;Hombre;12;46.2;151;77;157;290;154;19.9;5.08;18;5;10.5
COMUNIDAD1;TAEKWONDO;Hombre;12;32.4;146;72;149;350;163;18.4;5.43;18;1;8.5
COMUNIDAD1;TAEKWONDO;Hombre;12;32.4;140;70;142;200;165;16.9;5.1;22;4;10
COMUNIDAD1;TAEKWONDO;Hombre;12;43.7;142;71;140;250;154;18.3;5.18;30;4;10
COMUNIDAD1;TAEKWONDO;Mujer;12;48.7;151;79.5;157;280;104;24.5;6.91;20.5;3;9.5
COMUNIDAD1;TAEKWONDO;Mujer;12;40.5;156;80.2;157;230;104;22.4;7.2;26.3;3;9.5
COMUNIDAD1;TAEKWONDO;Mujer;12;35.9;145;72.9;144;240;99;25.6;5.44;16.5;1;8.5
COMUNIDAD1;TAEKWONDO;Hombre;12;33.6;143;73;139;280;164;19.5;5.09;7.5;6;11
COMUNIDAD1;TAEKWONDO;Hombre;12;50.1;155;80;150;350;158;19.1;5.03;23;3;9.5
COMUNIDAD1;TAEKWONDO;Hombre;12;45;144;75;141;310;130;28;5.54;23;4;10
COMUNIDAD1;TAEKWONDO;Hombre;12;34.4;145;88;147;320;139;19.63;5.36;20;3;9.5
COMUNIDAD1;TAEKWONDO;Mujer;12;43.1;158;101;163;430;141;19.21;5.17;18;3;9.5
COMUNIDAD1;TAEKWONDO;Hombre;12;35;153;97;157;280;170;21.55;5.59;17;3;9.5
COL AGUSTIN FERNANDEZ (IED);TENIS DE CAMPO;Mujer;12;39.3;144;75.5;147;400;125;20.1;6.1;26;5;10.5
COL CLEMENCIA DE CAYCEDO (IED);TENIS DE CAMPO;Mujer;12;36;139.5;71.5;143;240;159;20.3;5.5;25;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);TENIS DE CAMPO;Mujer;12;46;154;78;158;280;120;25.27;5.07;15;NA;NA
COL CUNDINAMARCA (IED);TENIS DE CAMPO;Hombre;12;37;135;73;134;334;152;24.52;17;7;12;14
COL INST TEC JUAN DEL CORRAL (IED);TENIS DE CAMPO;Mujer;12;28.5;132;61.7;129.5;270;143;19.36;6.53;32;6;11
COL INST TEC JUAN DEL CORRAL (IED);TENIS DE CAMPO;Mujer;12;30.4;142;75.1;140;312;144;19.37;6.18;21;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);TENIS DE CAMPO;Mujer;12;50.6;156.2;82.2;158.8;256;136;18.94;6.31;27;4;10
COL INST TEC JUAN DEL CORRAL (IED);TENIS DE CAMPO;Mujer;12;34.2;146;75.5;150;310;133;18.85;5.58;27;4;10
COL INST TEC LAUREANO GOMEZ (IED);TENIS DE CAMPO;Mujer;12;42.8;150;77;151;325;136;20.1;5.54;23;3;9.5
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Hombre;12;37.3;139;89;157;270;156;23.6;9.19;25;4;10
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;41.7;153;85;157;288;98;19.95;6.05;25;6;11
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;39.5;153;78;155;340;134;22.04;6.15;34;3;9.5
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;38.3;151;77;150;360;125;22.6;5.85;21;3;9.5
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;48.2;155;82;157;315;149;23.18;6.25;26;2;9
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;40.5;152;81;154;360;132;20.1;6.16;32;3;9.5
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Mujer;12;35.3;146;80;147;350;153;21.06;6.18;31;2;9
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Hombre;12;30.3;134;75;135;325;143;20.15;5.91;23;4;10
COL LUIS ANGEL ARANGO (IED);TENIS DE CAMPO;Hombre;12;37.2;139;74;140;408;122;19.5;5.72;22;3;9.5
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;47;155;81;156;370;123;20.37;4.57;10;5;10.5
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;43;154;80;155;360;165;21.68;4.59;18;3;9.5
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;58;155;83;156;350;135;26.46;5.45;15;3;9.5
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;34;143;74;143;280;127;22.55;5.26;20;4;10
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;44;153;81.5;154;360;140;20.15;5.06;24;3;9.5
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;49.5;152;85.5;150;390;163;21.23;4.66;5;4;10
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Mujer;12;47.5;154;82;155;230;127;20.99;5.46;18;4;10
COL MANUELA BELTRAN (IED);TENIS DE CAMPO;Hombre;12;40.8;149;77;150;335;144;24.64;5.81;9;5;10.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;36.7;137;74;128;220;128;19.57;6.46;20;3;9.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;28.8;139;71.5;132;200;140;20.82;5.51;24;3;9.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;31.8;148;78;141;230;150;20.38;6.2;19;4;10
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Hombre;12;55.8;158;81;162;350;146;23.72;5.91;26;2;9
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;39.5;154;78.5;143;250;126;23.24;7.09;20;3;9.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;48.2;155;80.5;152;360;141;21.24;5.01;18.2;4;10
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;44;143;73;137;220;117;34.99;7.23;24;3;9.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;48.1;147;79;149;330;153;22.28;6.16;21;3;9.5
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;29.6;137;70;143;250;159;21.87;5.62;26;4;10
COL RICAURTE (CONCEJO) (IED);TENIS DE CAMPO;Mujer;12;50.8;152;83;151;340;112;22.96;6.61;13;3;9.5
COL SAN CARLOS (IED);TENIS DE CAMPO;Mujer;12;50.2;158;84;152;475;136;25.95;5.44;23;6;11
COL SAN CARLOS (IED);TENIS DE CAMPO;Hombre;12;51.1;159;113.6;153;475;183;22.56;5.22;24;6;11
COL SAN CARLOS (IED);TENIS DE CAMPO;Hombre;12;48;160;86;149;325;140;25.1;5.45;20;5;10.5
COL SAN CARLOS (IED);TENIS DE CAMPO;Mujer;12;45.2;163;81;150;330;145;25.78;6.5;21;1;8.5
COL SAN CARLOS (IED);TENIS DE CAMPO;Mujer;12;49.1;156;88;150;363;150;27.22;6.72;19;3;9.5
COL SAN CARLOS (IED);TENIS DE CAMPO;Hombre;12;45.3;160;78;160;325;142;27.22;5.25;28;5;10.5
COL SAN CARLOS (IED);TENIS DE CAMPO;Mujer;12;47.5;150;69;146;317;122;28.08;5.72;21;3;9.5
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;53.5;151;79.4;159;350;122;17.11;6.22;12;4;10
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;41.2;138;72;149;300;109;16.18;6.5;20;4;10
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;48;148;104;154;465;137;16.27;5.12;23;3;9.5
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;40.2;148;78;151;290;114;16.11;5.91;35;4;10
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;50.5;156;80.4;158;300;117;17.35;6.08;19;3;9.5
COL SIMON BOLIVAR (IED);TENIS DE CAMPO;Mujer;12;45;151;77.6;155;294;119;17.14;6.28;14;3;9.5
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;45;150;74;149;280;133;23.67;5.8;11;2;9
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;44;158;82;168;300;120;22.1;5.66;34;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;48;151;80;148;270;148;19.24;5.13;28;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;36;153;80;155;320;136;19.84;5.24;35;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;44;158;79;161;340;123;20.65;5.23;33;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;44;145;79;149;330;108;25.2;5.65;35;5;10.5
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;52;153;81;154;300;123;21.59;5.8;30;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;50;161;81;166;265;138;19.82;6.01;5;2;9
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;38;148;78;147;290;169;19.74;5.51;23;5;10.5
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;51;155;82;156;320;129;22.54;6.68;18;3;9.5
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;52;147;78;151;270;103;23.85;7.24;20;3;9.5
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;52;149;79;153;340;123;21.44;5.87;12;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;60;157;83;158;320;127;23.35;5.58;12;4;10
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;33;145;73;144;230;149;22.91;5.45;29;2;9
COL TEC MENORAH (IED);TENIS DE CAMPO;Mujer;12;51;152;76;156;340;148;21.82;5.91;22;2;9
